Code1 	 Code2 	 Name 	 #Developers 	 #Commits 	 #Languages
GA	GAB	gabon	99	7986	:14,Assembly:2,CSS:92,Vim script:2,TeX:8,JavaScript:210,Objective-C:8,Lua:54,Jupyter Notebook:2,C:25,Emacs Lisp:2,Rust:2,C#:29,HTML:92,C++:40,Go:6,AppleScript:4,Makefile:10,QML:2,Python:122,Elixir:4,CoffeeScript:2,Dockerfile:6,Ruby:17,R:7,Swift:34,Shell:35,Java:74,TypeScript:18,D:2,Arduino:8,Kotlin:2,Vue:4,Puppet:4,Groovy:2,PHP:28
GB	GBR	united kingdom	52465	9016289	:4222,Vim script:3577,Haxe:344,ABAP:26,C#:28780,Rich Text Format:44,Bison:2,Handlebars:16,Stan:10,Crystal:180,COBOL:6,XML:22,Mako:4,HolyC:6,GDScript:221,Oxygene:2,BlitzBasic:16,Scala:6819,LabVIEW:25,Go:18101,OpenSCAD:171,KiCad Layout:63,Hack:89,QMake:12,PLpgSQL:185,DataWeave:2,D:337,nesC:18,Nginx:162,CartoCSS:10,BitBake:37,REALbasic:4,Graphviz (DOT):9,XS:2,HyPhy:4,AutoHotkey:131,xBase:4,Brainfuck:20,Ceylon:12,NewLisp:12,Inform 7:2,Lua:2234,Forth:8,Hy:8,Liquid:123,Fortran:408,ECL:10,Limbo:11,VCL:11,Gherkin:85,XProc:6,Squirrel:33,wdl:1,Visual Basic:613,SQL:1,Java:47180,Dart:1146,NCL:2,PowerShell:2788,Game Maker Language:118,Eiffel:9,Alloy:9,OpenEdge ABL:56,Opa:5,Swift:8406,AutoIt:17,Charity:4,G-code:24,PHP:33160,Gosu:35,RenderScript:4,Volt:10,IDL:30,MQL5:14,XQuery:49,Objective-C:5576,Smarty:564,F*:2,Lean:36,Inno Setup:9,Standard ML:72,Agda:218,Slash:4,Pawn:56,Logtalk:2,GCC Machine Description:55,UnrealScript:4,Metal:2,BlitzMax:1,Idris:84,Python:70557,E:2,Racket:191,Ruby:32851,R:5386,SystemVerilog:28,VHDL:201,ActionScript:374,Eagle:103,RobotFramework:3,Bro:1,Isabelle:31,GDB:12,Pure Data:18,Apex:144,ANTLR:31,Julia:769,Prolog:163,XC:56,M:12,HCL:1606,Objective-C++:78,Objective-J:11,Genie:4,C:16542,Emacs Lisp:1669,MAXScript:7,Haskell:3980,DCPU-16 ASM:1,Protocol Buffer:28,Groff:45,LookML:16,Assembly:854,CLIPS:6,Red:6,Kotlin:3253,Rebol:16,sed:4,TSQL:127,ChucK:10,Max:69,Dockerfile:2288,Factor:8,GAP:53,PLSQL:122,TypeScript:14987,Logos:79,Arduino:939,ZenScript:8,PostScript:95,Puppet:832,Brightscript:7,Monkey:1,PigLatin:6,YARA:2,Clojure:3312,Common Workflow Language:9,SQLPL:70,NSIS:51,Common Lisp:266,LSL:6,ColdFusion:110,Mercury:6,mcfunction:6,Gnuplot:48,Zephir:1,MQL4:4,C++:23039,Augeas:1,SQF:169,NetLogo:37,TLA:8,TXL:2,CMake:562,Smali:12,AppleScript:94,Dhall:4,XSLT:313,FreeMarker:20,Ren&#39;Py:4,Coq:23,Erlang:896,QML:84,Tcl:132,Terra:8,Groovy:1338,Nim:97,Nextflow:22,Xtend:4,Chapel:4,TeX:3682,AngelScript:44,JavaScript:141108,Elm:710,Mathematica:107,Nix:332,Scheme:208,Zig:4,Processing:530,DIGITAL Command Language:73,HLSL:14,Propeller Spin:4,Markdown:4,GLSL:84,F#:1166,Self:2,IGOR Pro:2,SMT:9,Smalltalk:39,Io:26,J:4,Rust:5650,Gettext Catalog:2,SourcePawn:178,Yacc:35,PureBasic:25,Cirru:2,SuperCollider:97,SaltStack:168,Modula-2:10,JSONiq:4,Frege:10,Perl 6:139,ShaderLab:82,Jupyter Notebook:11318,eC:2,Stata:107,ApacheConf:193,Thrift:4,Vala:126,FLUX:4,Ada:42,Cuda:126,M4:87,Meson:2,Makefile:2132,Solidity:37,Harbour:2,MoonScript:12,q:41,RPC:29,Elixir:2449,LiveScript:22,Pony:11,Roff:159,Shell:20728,YASnippet:2,Jsonnet:24,Lex:11,PogoScript:10,Vue:2262,Clean:3,Perl:2905,MATLAB:2427,CSS:24820,GAMS:9,Dylan:1,Diff:14,LilyPond:21,SAS:32,Kit:2,PureScript:324,WebAssembly:30,Csound Document:2,Verilog:176,API Blueprint:20,Arc:2,OCaml:997,Lasso:19,AGS Script:37,HTML:40377,P4:6,Boo:4,DTrace:2,ASP:295,Awk:24,Scilab:7,RAML:12,CoffeeScript:2120,Pascal:318,Batchfile:320,Web Ontology Language:41,Parrot:4,Dogescript:2,AspectJ:7,APL:36,POV-Ray SDL:11,AMPL:50,DM:41,LLVM:39,Pep8:2,Component Pascal:30
GD	GRD	grenada	24	1079	:3,Dart:2,CSS:12,ASP:2,Python:8,JavaScript:40,Dockerfile:2,Ruby:4,C#:16,TypeScript:38,C++:1,Java:23,HTML:15,PHP:10
GE	GEO	georgia	3531	360521	:337,ABAP:1,Vim script:165,SQLPL:2,NSIS:4,PigLatin:1,Rebol:1,Common Lisp:26,ColdFusion:8,Crystal:5,Slash:4,GDScript:8,Elm:8,Scala:139,C++:1451,Go:612,Roff:6,SQF:2,Apex:8,Hack:5,NetLogo:4,Clojure:36,KiCad Layout:2,CMake:37,XSLT:27,Groff:3,FreeMarker:4,Coq:2,Erlang:12,QML:2,Tcl:2,Groovy:53,Pascal:17,Nim:38,TeX:113,F#:21,JavaScript:9625,D:4,Mathematica:13,PLpgSQL:4,Liquid:10,Fortran:28,ECL:4,Processing:39,DIGITAL Command Language:6,Visual Basic:34,Verilog:6,Java:4263,Max:2,GLSL:1,Dart:74,Forth:2,PowerShell:109,Game Maker Language:8,AutoHotkey:8,mupad:2,Smalltalk:18,OpenEdge ABL:10,Swift:747,Pawn:9,AutoIt:4,ApacheConf:18,PHP:2236,ASP:30,Scilab:2,IDL:2,Perl 6:2,ShaderLab:8,Objective-C:269,Smarty:6,Jupyter Notebook:854,Scheme:15,Inno Setup:4,Standard ML:3,C#:1492,Gosu:1,Vala:16,Ada:11,Cuda:14,M4:2,Makefile:41,Solidity:1,Python:4241,Racket:2,Elixir:73,Rich Text Format:10,Ruby:1382,R:255,Shell:909,VHDL:1,ActionScript:66,Gherkin:2,GCC Machine Description:2,Vue:145,Clean:2,Perl:51,Eagle:3,MATLAB:132,CSS:1795,ANTLR:2,Julia:16,Prolog:4,Objective-C++:3,HCL:23,SAS:2,PureScript:52,C:863,Emacs Lisp:18,SuperCollider:1,Objective-J:2,OCaml:12,Haskell:45,Protocol Buffer:4,DM:6,HTML:3730,Assembly:56,Kotlin:224,OpenSCAD:5,TSQL:12,Rascal:6,Rust:197,CoffeeScript:80,Dockerfile:75,Puppet:5,Lua:154,PLSQL:7,TypeScript:827,Logos:2,Arduino:32,BitBake:1,PostScript:5,Batchfile:34,Yacc:3
GF	GUF	french guiana	313	28693	:30,Rust:26,Vim script:8,Groff:2,Perl 6:3,Objective-C:4,Smarty:4,Jupyter Notebook:97,Scheme:2,Stan:4,Processing:6,C#:96,Gnuplot:1,GDScript:4,Java:465,Pawn:3,Cuda:2,C++:270,Go:30,Roff:2,Makefile:8,Lex:4,Max:3,Python:419,Elixir:28,CMake:8,Ruby:194,R:84,Shell:64,XSLT:6,Scala:10,Elm:10,Eagle:2,Erlang:8,Vue:6,Groovy:10,Perl:60,MATLAB:9,CSS:110,TeX:108,Prolog:6,JavaScript:331,Lua:10,C:107,Emacs Lisp:4,CLIPS:8,SQLPL:2,MAXScript:6,Haskell:12,Visual Basic:4,Verilog:1,HTML:216,Assembly:8,Dart:10,PowerShell:4,PHP:99,CoffeeScript:2,Dockerfile:6,Batchfile:2,Swift:3,GAP:8,PLSQL:1,TypeScript:47,Arduino:10,Kotlin:20,Puppet:6,ASP:2
GG	GGY	guernsey	59	3524	:8,CSS:19,TeX:2,JavaScript:91,Objective-C:9,Lua:1,C:6,C#:87,Visual Basic:16,Java:29,C++:14,Go:25,Dart:6,PowerShell:2,Python:23,Elixir:2,CoffeeScript:2,Dockerfile:2,Ruby:16,Shell:7,HTML:55,TypeScript:10,ShaderLab:6,Arduino:2,Vue:6,PHP:64
GH	GHA	ghana	1662	96869	:135,OpenEdge ABL:2,Clojure:18,Vim script:29,FreeMarker:2,ShaderLab:1,Objective-C:48,Smarty:3,Jupyter Notebook:509,Crystal:4,C#:484,Jsonnet:2,DIGITAL Command Language:4,NewLisp:2,Vala:2,Smali:4,GDScript:2,Scala:6,C++:503,MATLAB:35,Roff:5,Makefile:22,Solidity:4,OpenSCAD:4,Python:2154,Pascal:4,Elixir:31,Assembly:4,CMake:1,Ruby:529,R:87,Shell:224,PLpgSQL:4,Java:2324,D:16,OCaml:4,XSLT:8,Erlang:40,QML:28,Vue:220,Groovy:5,Perl:15,Go:259,Nextflow:2,CSS:1367,TeX:18,JavaScript:5145,HCL:4,Lua:14,PureBasic:4,C:268,Arduino:7,Fortran:2,SQLPL:2,Processing:8,Haskell:1,Elm:2,Visual Basic:30,Verilog:2,HTML:2129,GLSL:2,Dart:387,Julia:4,PowerShell:10,Game Maker Language:2,TSQL:5,Tcl:2,PHP:1667,CoffeeScript:25,Dockerfile:29,CLIPS:1,Swift:217,API Blueprint:2,PLSQL:13,TypeScript:509,Hack:2,SQL:2,Kotlin:244,Batchfile:16,Rust:23
GI	GIB	gibraltar	7002	761695	:574,Component Pascal:2,Vim script:411,Haxe:88,NSIS:2,Rebol:14,LiveScript:1,Common Lisp:17,Bison:1,MQL4:5,ColdFusion:6,Crystal:2,REALbasic:9,COBOL:4,Mako:2,D:12,GDScript:6,Scala:356,C++:4882,Go:1909,Roff:22,RPC:2,OpenSCAD:4,Max:2,Apex:1,Pascal:23,Clojure:140,CMake:77,Smali:4,AppleScript:12,PLpgSQL:15,Groff:5,M:2,Elm:34,Coq:30,Erlang:44,QML:12,Nginx:14,Groovy:111,PureBasic:2,Nim:7,Thrift:2,AutoHotkey:15,Brainfuck:3,JavaScript:17096,Lua:262,Mathematica:20,Nix:42,Liquid:9,Fortran:58,Handlebars:2,Diff:1,Processing:68,DIGITAL Command Language:11,HLSL:4,Visual Basic:107,SQL:4,Java:6719,GLSL:10,Dart:364,PowerShell:133,XSLT:21,TeX:470,Tcl:8,Alloy:2,Stata:6,Smalltalk:18,OpenEdge ABL:7,Opa:2,Swift:1245,Pawn:3,AutoIt:1,SourcePawn:23,Yacc:2,G-code:6,PHP:2759,ApacheConf:20,Gnuplot:2,LabVIEW:6,Scilab:4,IDL:2,MQL5:2,Pure Data:2,Perl 6:2,ShaderLab:18,Objective-C:1225,Smarty:62,Jupyter Notebook:3431,Scheme:22,Standard ML:4,C#:2037,Agda:8,Ada:2,SQLPL:2,Vala:8,Cuda:96,GCC Machine Description:4,Makefile:286,Solidity:4,Idris:12,Python:12757,q:1,Racket:34,Elixir:241,Rich Text Format:10,Ruby:1970,R:613,Shell:2101,YASnippet:2,Objective-C++:13,Hack:2,VHDL:37,ActionScript:54,Gherkin:7,M4:4,Vue:472,RobotFramework:2,Dhall:2,Perl:167,Eagle:7,MATLAB:715,CSS:2395,ANTLR:5,Julia:186,Prolog:13,SystemVerilog:9,LilyPond:46,HCL:75,SAS:4,Arduino:73,PureScript:8,WebAssembly:17,C:2642,Emacs Lisp:199,Objective-J:4,OCaml:74,MAXScript:2,Haskell:160,Protocol Buffer:15,F#:45,HTML:5079,Assembly:100,FreeMarker:5,Red:14,Kotlin:526,Game Maker Language:2,Uno:1,TSQL:11,ChucK:2,ASP:62,DM:8,Rust:466,RAML:2,CoffeeScript:256,Dockerfile:360,Batchfile:65,Web Ontology Language:4,PLSQL:15,TypeScript:1693,Logos:13,Verilog:71,AMPL:2,PostScript:9,Puppet:20,APL:2,LLVM:2
GL	GRL	greenland	31	1607	:7,Go:16,Makefile:4,CSS:6,Rascal:2,Python:20,JavaScript:34,Dockerfile:2,R:2,Java:8,Shell:9,C#:22,C++:4,Visual Basic:2,Pawn:2,HTML:17,PHP:4
GM	GMB	gambia	40	1692	:1,Apex:2,CSS:32,Julia:2,JavaScript:90,Objective-C:3,Jupyter Notebook:1,Liquid:2,C#:2,XML:4,HTML:77,F#:2,QML:2,Game Maker Language:2,Python:29,Dockerfile:2,Ruby:44,R:1,Shell:12,Java:10,TypeScript:14,Kotlin:5,Vue:14,PHP:114
GN	GIN	guinea	194	29817	:12,Vim script:6,ShaderLab:2,Objective-C:8,Apex:2,Jupyter Notebook:15,Stata:2,C#:58,Perl:7,Scala:12,TeX:4,Go:28,AutoHotkey:2,Makefile:6,Python:281,Elm:2,Elixir:2,CMake:4,Ruby:106,R:44,Shell:80,Java:300,VHDL:2,ActionScript:4,QML:2,Groovy:2,PHP:193,MATLAB:1,CSS:83,Julia:3,JavaScript:425,HCL:2,Lua:6,C:154,Haskell:4,HTML:112,Assembly:6,Dart:2,PowerShell:1,TSQL:4,Rust:6,CoffeeScript:10,Dockerfile:12,Batchfile:2,C++:95,Swift:8,TypeScript:60,SourcePawn:4,Kotlin:18,Puppet:18,ApacheConf:2
GP	GLP	guadeloupe	75	3545	:6,MATLAB:2,CSS:15,TeX:2,JavaScript:149,Objective-C:3,C:20,CMake:4,C#:20,HTML:39,C++:52,Go:4,Dart:2,Makefile:5,OpenSCAD:24,Python:91,Hack:2,Elixir:1,Dockerfile:7,Ruby:30,R:14,Shell:23,Roff:1,Java:46,TypeScript:14,Arduino:2,Nginx:2,PHP:106
GQ	GNQ	equatorial guinea	2	4	PHP:2
GR	GRC	greece	7970	788767	:767,Vim script:284,Haxe:44,LiveScript:3,Handlebars:4,Crystal:6,COBOL:4,XML:4,Slash:2,GDScript:10,Scala:376,Go:1334,OpenSCAD:20,KiCad Layout:16,Hack:9,QMake:2,PLpgSQL:26,DataWeave:2,D:7,nesC:2,Nginx:10,PureBasic:1,AutoHotkey:6,Brainfuck:2,NewLisp:1,Lua:237,Forth:4,Fortran:12,VCL:2,Visual Basic:126,Coq:6,Java:9717,Dart:113,NCL:2,PowerShell:122,Alloy:2,LLVM:9,OpenEdge ABL:7,Swift:834,AutoIt:11,G-code:1,PHP:5248,XQuery:4,Objective-C:535,Smarty:36,Scheme:17,Inno Setup:3,Standard ML:12,Smalltalk:24,Pawn:2,GCC Machine Description:7,Idris:4,Python:10110,Racket:6,Ruby:2151,R:709,ooc:2,VHDL:58,ActionScript:50,Eagle:11,P4:2,Pure Data:4,ANTLR:3,Julia:17,Prolog:90,SystemVerilog:6,M:5,HCL:20,Objective-C++:6,C:3806,Emacs Lisp:147,MAXScript:1,Haskell:161,Protocol Buffer:3,Groff:16,Assembly:141,AngelScript:2,Red:2,Kotlin:414,Game Maker Language:16,sed:4,TSQL:30,JSON:2,Dockerfile:200,GAP:2,PLSQL:16,TypeScript:1737,ApacheConf:15,Arduino:171,SuperCollider:22,PostScript:20,CLIPS:3,Brightscript:4,ABAP:5,Clojure:126,Common Workflow Language:2,OCaml:40,NSIS:11,Ring:2,Common Lisp:13,Gnuplot:9,C++:3916,SQF:4,NetLogo:2,CMake:51,Smali:26,AppleScript:11,XSLT:27,FreeMarker:8,Ren&#39;Py:2,Terra:2,Erlang:46,QML:25,Tcl:24,Groovy:53,Nim:6,Nextflow:4,TeX:396,JavaScript:14406,Elm:13,Mathematica:16,Nix:4,Processing:43,DIGITAL Command Language:10,PicoLisp:2,GLSL:8,F#:115,Logos:17,SMT:2,Xojo:20,Io:4,Rust:285,SourcePawn:4,Yacc:25,C#:2815,SaltStack:11,ShaderLab:6,Jupyter Notebook:1276,Stata:1,ASP:22,Ada:4,Gettext Catalog:1,Vala:30,Cuda:61,Meson:10,Makefile:239,Solidity:6,MoonScript:2,q:2,RPC:2,Elixir:105,Rich Text Format:1,Roff:19,Shell:2333,Lex:6,Vue:268,Perl:228,MATLAB:444,CSS:2696,WebAssembly:2,Verilog:54,REXX:2,API Blueprint:6,Arc:2,SQLPL:6,AGS Script:2,HTML:5063,Rascal:3,Awk:6,Scilab:2,CoffeeScript:123,Pascal:80,Puppet:41,Web Ontology Language:11,AspectJ:6,AMPL:2,DM:2,Batchfile:71,BitBake:6
GS	SGS	south georgia & south sandwich islands	28	757	:1,CSS:7,TeX:1,VHDL:2,Objective-C:2,C:9,C#:1,GDScript:1,HTML:21,C++:16,Assembly:2,MoonScript:1,Python:46,Dockerfile:4,Ruby:4,R:4,Swift:2,Shell:20,Java:20,TypeScript:2,JavaScript:56,PHP:29,Perl:3
GT	GTM	guatemala	2177	164220	:169,Clojure:40,Vim script:41,LabVIEW:4,DIGITAL Command Language:2,GDScript:26,Scala:38,C++:881,Go:370,R:199,KiCad Layout:6,Apex:1,Hack:8,NetLogo:2,QMake:2,CMake:26,Smali:2,XSLT:14,PLpgSQL:10,Erlang:4,QML:4,Nginx:2,Groovy:26,Pascal:11,TeX:60,Dart:127,Brainfuck:8,JavaScript:5764,Lua:9,Mathematica:2,Liquid:2,Fortran:4,VCL:2,Processing:6,XML:4,M:4,Batchfile:14,Visual Basic:80,Cool:1,Java:3335,F#:2,PowerShell:29,Swift:278,nesC:1,AutoIt:2,ApacheConf:16,PHP:1610,ASP:16,Yacc:2,Rust:80,Perl 6:2,ShaderLab:8,Objective-C:128,Smarty:14,Jupyter Notebook:517,Scheme:18,Standard ML:3,Verilog:2,C#:1172,Cuda:2,GCC Machine Description:2,Makefile:71,xBase:2,MoonScript:1,Python:2055,Racket:2,Elixir:35,Rich Text Format:2,Ruby:537,Roff:2,Shell:472,Lex:4,ActionScript:2,Eagle:4,Vue:160,Perl:15,MATLAB:18,CSS:1169,Prolog:4,SystemVerilog:2,VHDL:8,HCL:35,SQLPL:13,PureScript:2,WebAssembly:2,C:547,ChucK:2,OCaml:4,Haskell:42,Protocol Buffer:3,HTML:2308,Assembly:117,Kotlin:195,TSQL:12,Emacs Lisp:18,Scilab:2,RAML:2,CoffeeScript:46,Dockerfile:84,Puppet:8,PLSQL:34,TypeScript:966,Arduino:95,PostScript:2,CLIPS:4,Component Pascal:4
GU	GUM	guam	225	20339	:25,ABAP:2,Vim script:9,Haxe:1,Pure Data:2,PHP:145,Objective-C:42,Smarty:2,Jupyter Notebook:21,C#:82,Vala:4,Scala:25,C++:76,Go:25,AutoHotkey:2,Makefile:2,BlitzMax:2,SQF:16,Python:185,Logos:2,Elixir:16,Smalltalk:4,CMake:2,Ruby:290,R:8,GLSL:1,Shell:66,XSLT:2,Java:222,D:6,Erlang:3,Tcl:2,Groovy:4,Perl:7,Dockerfile:4,MATLAB:6,CSS:84,TeX:6,Monkey:6,JavaScript:421,Lua:40,C:65,Emacs Lisp:1,OCaml:4,Processing:1,BlitzBasic:4,Visual Basic:4,HTML:172,Max:2,Assembly:6,AngelScript:1,PowerShell:2,TSQL:2,ASP:2,Vue:8,Rust:2,CoffeeScript:9,Pascal:2,Swift:64,AutoIt:1,TypeScript:33,Arduino:2,Kotlin:8,PostScript:3,BitBake:4
GW	GNB	guinea-bissau	3	89	C:4,:1,Java:2,Python:4,JavaScript:2,HTML:4,C++:4
GY	GUY	guyana	69	3576	:13,Assembly:2,Rust:2,Vim script:4,Prolog:2,JavaScript:187,Common Lisp:2,Lua:4,Jupyter Notebook:2,C:27,CSS:32,C#:14,Logtalk:2,HTML:74,C++:12,Go:10,Dart:4,Python:47,Scilab:1,Dockerfile:16,Ruby:4,R:4,Shell:22,XSLT:2,Java:60,TypeScript:56,Kotlin:3,Vue:2,Batchfile:2,Groovy:2,PHP:97
HK	HKG	hong kong sar china	28	1561	:6,MATLAB:1,CSS:11,Vim script:2,JavaScript:57,Objective-C:9,Jupyter Notebook:4,C#:20,HTML:10,C++:7,Go:2,Python:31,CoffeeScript:1,Dockerfile:2,R:1,Swift:4,Shell:16,Java:15,TypeScript:6,FreeMarker:2,Kotlin:6,Batchfile:2,PHP:6
HN	HND	honduras	602	46662	:43,Vim script:11,Haxe:4,Pure Data:2,Objective-C:58,Smarty:3,Jupyter Notebook:44,ColdFusion:17,Papyrus:2,C#:346,Perl:7,Scala:17,C++:546,Go:73,Makefile:14,Python:562,Hack:3,Elixir:12,Rich Text Format:2,CMake:6,Ruby:232,R:36,GLSL:1,Shell:114,XSLT:6,HTML:658,Lex:4,ApacheConf:2,PLpgSQL:5,Gettext Catalog:3,QML:12,Vue:54,Groovy:2,PHP:411,Dockerfile:4,MATLAB:2,CSS:433,ANTLR:2,TeX:3,Prolog:2,JavaScript:2309,Lua:8,SQLPL:1,C:139,Arduino:27,OCaml:26,Processing:6,Haskell:6,Elm:2,Visual Basic:32,Verilog:6,Java:754,Assembly:18,Dart:10,PowerShell:10,Nginx:2,Rust:2,CoffeeScript:6,Pascal:4,Swift:50,PLSQL:1,TypeScript:358,Yacc:1,Kotlin:29,Puppet:4,Brightscript:2,ASP:19
HR	HRV	croatia	3484	323984	:305,ABAP:8,YARA:2,Vim script:149,Haxe:33,NSIS:2,LiveScript:2,Common Lisp:8,Dockerfile:87,SQF:8,Crystal:11,M4:4,XML:4,GDB:1,D:1,GDScript:7,Elm:18,Scala:163,C++:1634,Go:685,Roff:4,Parrot:2,Max:4,Apex:16,Hack:6,NetLogo:7,Clojure:93,CMake:12,XSLT:11,FreeMarker:2,OCaml:6,PLpgSQL:8,Erlang:8,QML:7,Tcl:8,Groovy:81,Graphviz (DOT):2,Nim:34,Nextflow:2,XS:2,AutoHotkey:4,xBase:1,Dart:78,JavaScript:7590,Lua:68,Mathematica:22,Nix:4,ActionScript:1,Fortran:13,Processing:11,Game Maker Language:3,Visual Basic:42,Verilog:10,Java:3505,GLSL:4,F#:15,PowerShell:46,Nginx:5,OpenEdge ABL:4,Io:2,Idris:12,AutoIt:3,SourcePawn:14,Yacc:4,Perl:152,ApacheConf:6,Gnuplot:2,SaltStack:14,Gosu:1,Perl 6:3,ShaderLab:11,Objective-C:398,Smarty:12,Jupyter Notebook:333,Standard ML:2,C#:2218,Agda:6,Vala:6,Pawn:26,Cuda:5,TeX:189,Makefile:108,Swift:647,Python:2889,LLVM:2,Elixir:165,Rich Text Format:2,Racket:6,Ruby:1049,R:132,Shell:832,VHDL:12,Clarion:2,Eagle:4,GCC Machine Description:9,Vue:195,PHP:2973,MATLAB:67,CSS:1344,ANTLR:2,Julia:32,Prolog:7,SystemVerilog:8,LilyPond:4,HCL:12,Objective-C++:3,PureScript:50,WebAssembly:2,C:1130,Emacs Lisp:47,AMPL:2,API Blueprint:8,SQLPL:9,AGS Script:2,Haskell:228,Protocol Buffer:2,DM:2,HTML:1999,Assembly:15,CLIPS:2,Kotlin:355,OpenSCAD:2,TSQL:10,ASP:11,KiCad Layout:2,Rust:103,RAML:2,CoffeeScript:102,Pascal:12,Puppet:8,PLSQL:9,TypeScript:1032,Logos:5,Arduino:43,POV-Ray SDL:1,SuperCollider:2,PostScript:2,Batchfile:17,BitBake:2
HT	HTI	haiti	133	56683	:13,MATLAB:2,CSS:50,C#:9,JavaScript:488,Objective-C:4,Jupyter Notebook:2,C:30,ASP:2,Processing:2,Java:297,C++:19,Go:4,Dart:7,Makefile:3,Python:82,Hack:4,Rust:1,Ruby:125,R:4,Swift:59,Shell:10,HTML:131,TypeScript:18,D:1,Arduino:1,Eagle:2,QML:2,Vue:2,Groovy:4,PHP:119
HU	HUN	hungary	6761	16331608	:587,Elixir:115,Vim script:234,Haxe:39,PigLatin:2,C#:3589,LiveScript:5,Handlebars:2,Crystal:36,XML:3,GDScript:13,HLSL:4,Scala:509,LabVIEW:6,Go:1448,OpenSCAD:16,KiCad Layout:17,Logos:2,Clojure:196,PLpgSQL:37,Elm:74,Nginx:17,CartoCSS:2,PureBasic:4,Web Ontology Language:2,AutoHotkey:32,GDB:2,Lua:333,Hy:4,Liquid:8,Fortran:18,MQL4:2,Eagle:34,Visual Basic:54,Java:8424,Dart:231,Forth:2,PowerShell:168,Game Maker Language:4,OpenEdge ABL:4,Idris:26,AutoIt:1,PHP:5389,CWeb:2,Smarty:40,Ballerina:6,Scheme:14,Inno Setup:6,Standard ML:4,Agda:3,Pascal:77,Pawn:4,GCC Machine Description:3,UnrealScript:2,BlitzMax:2,Swift:851,Pony:2,Racket:4,Ruby:1549,R:494,SystemVerilog:2,ActionScript:63,Gherkin:9,RobotFramework:4,P4:12,Apex:28,Julia:60,Prolog:11,XC:6,VHDL:9,HCL:53,Objective-C++:10,Objective-J:18,C:2578,Emacs Lisp:93,Haskell:161,Protocol Buffer:2,Groff:6,Assembly:172,Kotlin:532,Rebol:8,TSQL:25,Max:4,Dockerfile:388,GAP:14,PLSQL:28,Moocode:2,TypeScript:2294,Hack:5,Verilog:20,IGOR Pro:14,PostScript:6,CLIPS:2,ABAP:1,OCaml:45,NSIS:2,Ring:2,Common Lisp:102,CMake:89,Cap&#39;n Proto:2,C++:3980,SQF:16,mcfunction:2,Smali:2,AppleScript:6,XSLT:29,FreeMarker:6,Ren&#39;Py:2,Jasmin:2,Erlang:246,QML:38,Tcl:19,Objective-C:570,Groovy:82,Nim:28,Xtend:18,TeX:258,JavaScript:13514,D:25,Mathematica:23,Nix:34,Processing:58,DIGITAL Command Language:16,BlitzBasic:2,GLSL:8,F#:101,Smalltalk:4,Rust:451,SourcePawn:78,Yacc:7,SuperCollider:3,SaltStack:16,Perl 6:2,ShaderLab:4,Jupyter Notebook:751,Stata:2,ApacheConf:16,Vala:10,Ada:10,Cuda:4,M4:6,Makefile:241,MoonScript:2,LLVM:4,Brainfuck:4,Rich Text Format:2,Roff:20,Shell:2220,UrWeb:2,Vue:332,Clean:10,Perl:283,MATLAB:124,CSS:2164,Diff:2,LilyPond:8,SAS:2,WebAssembly:6,Arduino:121,API Blueprint:20,SQLPL:24,Lasso:2,AGS Script:1,HTML:4331,Component Pascal:4,ASP:3,Awk:12,Scilab:4,CoffeeScript:151,POV-Ray SDL:2,Puppet:16,Python:5260,BitBake:6,DM:20,Batchfile:104,Limbo:2
IC	CAIS	canary islands	202	21553	:22,Scilab:2,Vim script:5,Haxe:6,PHP:124,Objective-C:13,Smarty:12,Jupyter Notebook:52,MQL4:2,wdl:2,SaltStack:4,C#:70,Ada:4,GDScript:2,Scala:6,C++:159,Go:50,R:14,Makefile:7,KiCad Layout:2,Python:280,Logos:1,Clojure:1,CMake:6,Ruby:244,Roff:4,Shell:91,XSLT:4,HTML:201,Gherkin:2,QML:3,Tcl:1,Common Lisp:2,Groovy:25,Perl:6,Nim:2,MATLAB:2,CSS:119,TeX:6,Prolog:4,JavaScript:551,HCL:1,Lua:6,Arduino:4,C:50,Emacs Lisp:14,Processing:2,DIGITAL Command Language:2,Java:415,Dart:1,PowerShell:6,Vue:17,Rust:21,Elixir:2,Dockerfile:6,Puppet:14,Swift:14,AutoIt:2,TypeScript:86,Yacc:1,G-code:1,Kotlin:12,Batchfile:3,ASP:2
